Course Code,Course Name,Instructor Name
ME 704,Computational Methods in Thermal & Fluid Engg ,Rajneesh Bhardwaj
ME 710,Vibration Engg. ,
ME 711,Manufacturing Planning and Control ,
ME 712,Computer Numerical Control and Programming. ,
ME 714,Computer Integrated manufacturing ,
ME 721,Design Engg. Lab ,
ME 722,Analysis and Control in Flexible Manufacturing Systems ,
ME 724,Essentials of Turbulence ,
ME 725,Introduction to Transport Phenomena ,
ME 726,Methods Engineering and Work Measurement ,
ME 727,Nuclear Lab ,
ME 728,Intelligent Product Design and Manufacturing ,
ME 729,Nuclear Reactor Analysis ,
ME 730,Ultra-Precision Machining ,
ME 732,Selected Applications of Operations Research & Artificial Intelligence in Manufacturing Systems ,
ME 733,Nuclear Safety and Reliability ,
ME 734,Vibro-acoustics ,
ME 735,Computer Graphics and Product Modeling ,Pande S.S.
ME 738,Nuclear Reactor Thermal Hydraulics ,
ME 739,Combustion & Emissions in IC Engines ,
ME 741,Turbulence and Combustions Modeling ,
ME 743,Optical Methods in Mechanical Engineering ,
ME 744,Applied Random Vibrations ,
ME 747,Interfacial Transport Phenomena ,
ME 748,Computer Aided Simulation of Machines ,
ME 750,Sheet Metal Engineering ,
ME 751,Mechanics of Deformable Bodies ,Shrinidhi Shrikant Pandurangi
ME 753,Mechanics of Polymers ,
ME 754,Textile Machines Design & Automation ,
ME 755,Advanced Mechanics of Solid ,
ME 756,Numerical Modelling of Manufacturing Processes ,De Amitava
ME 757,Galerkin Methods for Fluid Dynamics ,
ME 758,Microfluidics ,
ME 759,Nonlinear Finite Element Methods  ,
ME 760,Fuels  and Combustion  ,
ME 761,Advanced Stereology and Microstructural Analysis ,
ME 762,Advanced Engineering Dynamics ,
ME 765,Micro-forming ,
ME 766,High Performance Scientific Computing ,Shivasubramanian Gopalakrishnan
ME 768,Introduction to Microsystems Packaging ,
ME 769,Combustion in Automobile and Gas Turbine Engines ,
ME 770,Thermal Design of Electronic Equipment ,
ME 772,Processing of Aerospace Materials-I ,
ME 773,Reliability Modelling and Analysis for Engineering Systems ,
ME 774,Processing of Aerospace Materials-II ,Amol A. Gokhale
ME 775,Mechanisms in Crystal Plasticity ,
ME 776,Fluid-Structure Interaction ,
ME 778,Moving Boundary Problems in Solidification ,
ME 779,Control Systems ,
ME 780,Introduction to Biofluid Mechanics ,
ME 781,Statistical Machine Learning and Data Mining ,Asim Tewari
ME 782,Design Optimization ,Manik Dhanesh
ME 784,Non-Destructive Testing and Evaluation ,
ME 785,Machining Processes ,Rakesh G. Mote
ME 786,Welding Processes ,De Amitava
ME 787,Deformation Processes ,Sushil Mishra
ME 788,Liquid Material Processing ,Date P.P.
ME 789,Computational Tools for Process Modeling ,
ME 790,Materials modelling using atomistic first-principles calculations ,
ME 791,Acoustic Devices ,
ME 792,Communication Skills -II ,
ME 793," Multiscale Materials Informatics, Discovery and Design ",
ME 794,Statistical Design of Experiments ,
ME 795,Cellular Solids: Properties and Engineering Applications ,
ME 797,I Stage Project ,
ME 798,II Stage Project ,
ME 899,Communication Skills ,Alankar AlankarAmber ShrivastavaGuha AnirbanShyamprasad KaragaddeSushil Mishra
MES601,Seminar (Thermal & Fluids Engg.) ,
MS 101,Makerspace ,Abhilash ChandyBhalchandra PuranikDipankar SahaJ.JohnKulkarni S VKushal R. TuckleyPandey P.C.Parag TandaiyaSandip  MondalShyamprasad KaragaddeUdayan Ganguli
MM 103,It`s a materials world ! ,
MM 104,Materials Tetrahedron ,
MM 105,It’s a materials world! ,
MM 152,Materials & Technology ,
MM 201,Structure of Materials ,
MM 202,Thermodynamics of Materials ,
MM 203,Mechanics of Materials ,
MM 204,Transport Phenomena ,
MM 206,Experimental Techniques in Materials Science ,
MM 207,Engineering Metallurgy ,
MM 209,Thermodynamics of Materials ,
MM 210,Numerical Methods for Materials Engineers ,
MM 212,Metallography and Structural Characterisation Lab ,
MM 215,Experimental and Measurement Laboratory ,
MM 217,Data Analysis and Interpretation ,
MM 218,Process Kinetics and Transport ,
MM 219,Structure of Materials ,Abhijeet  SangleNagamani J. Balila
MM 220,Computation Lab ,
MM 221,Sensors and Measurements Lab ,Khosla N.K.Tanushree H. ChoudhuryTitas Dasgupta
MM 222,Electrochemistry of Materials and its Applications ,
MM 223,Thermodynamics of Materials ,Aswani YellaDurga  A.
MM 224,Electrochemistry and Corrosion Lab ,
MM 225,AI and Data Science ,Hina Amol GokhaleM.P. GururajanN.N.Viswanathan
MM 301,Phase Transformations ,
MM 305,Kinetics of Processes ,
MM 312,Heat Treatment Laboratory ,
MM 318,Electronic Properties of Materials ,
MM 319,Mechanical Behaviour of Materials ,Abhinandan  GangopadhyayMJNV Prasad
MM 320,Principles of Process Metallurgy ,
MM 322,Casting and Joining Lab ,
MM 323,Manufacturing Processes Laboratory ,
MM 325,Phase Transformations  ,
MM 327,Mechanical Behaviour of Materials ,
MM 329,Diffusion and Phase Transformations ,Ashutosh Gandhi
MM 331,Mechanical Behaviour of Materials ,Abhinandan  GangopadhyayMJNV Prasad
MM 333,"Electronic, Magnetic and Optical Properties of Materials ",Tanushree H. ChoudhuryTriratna  Muneshwar
MM 335,Alloy Processing and Characterization Lab ,Manish M. PandePrabhu N.Prita Pant
MM 341,Processing and Characterization Lab: Thin Films ,Avradeep  PalDusane Rajiv O.
MM 357,Ceramics and Powder Metallurgy ,
MM 359,Metal Casting and Joining ,
MM 362,Mech. Testing Lab. ,
MM 396,Seminar ,Aswani YellaMural S Prasanna Kumar
MM 406,Semiconductor Devices and Processing ,
MM 408,Mechanical Working of Metals  ,
MM 409,Colloidal & Interfacial Science ,
MM 417,Entrepreneurship in Materials Engineering ,
MM 426,Equipment and Processes Design Lab. ,
MM 433,Manufacturing Process Seminar ,Parag Bhargava
MM 435,Instrumentation and controls laboratory ,Khosla N.K.
MM 439,Iron and Steelmaking ,Manish M. PandeSomnath Basu
MM 445,Continuum Plasticity of Metals ,Anirban Patra
MM 448,Thin Films Lab ,
MM 451,Instrumentation and Process Control Theory ,Khosla N.K.
MM 452,Plant Engineering ,Sanjay  Chandra
MM 453,Engineering Polymers & Composites ,Mural S Prasanna Kumar
MM 454,Corrosion & Protection of Materials ,
MM 462,Corrosion & Protection Lab ,
MM 477,Ceramic Processing Techniques ,
MM 593,Dual Degree Project I ,Ajay Singh PanwarVijayshankar  Dandapani
MM 611, Processing and Characterization of Steel (Lab.)  ,Jayasree  BiswasK. BhanumurthyNarsimhan K.Samajdar I.
MM 612,Computational Laboratory  ,
MM 621,Advanced Physical and Mechanical Metallurgy ,Samajdar I.
MM 622,Advanced Concepts in Iron Making ,
MM 624,Advanced Concepts in Steel Making ,
MM 626,Thermomechanical Processing and Forming of Steel ,
MM 630,Mineral Process Engineering  ,
MM 632,Surface Engineering ,
MM 638,Polymer Blends and Composites ,
MM 640,Modelling of Microstructural evalution ,
MM 641,Numerical Methods in Materials Processing ,Narsimhan K.
MM 642,Modelling of Metallurgical Processes ,
MM 644,Mathematical Methods of Materials Engineering. ,
MM 650,Protective Coatings ,
MM 651,Thermodynamics of Materials ,Prasanna T.R.S.
MM 652,Advanced Ceramics ,
MM 654,Advanced Composites ,Amartya MukhopadhyayMithun  Chowdhury
MM 655,Modelling and Analysis ,
MM 656,Simulation and Optimisation ,
MM 657,Design and Application of Engineering Materials ,
MM 658,Fracture Mechanics and Failure Analysis ,
MM 659,Transport Phenomena ,Deepoo  KumarJayasree  Biswas
MM 665,Process Engineering ,
MM 668,Computational Methods for Metal Forming Analysis ,
MM 669,Mechanical Behavior of Thin Films ,
MM 670,Powders and Sintered Products ,
MM 672,Solidification Processing ,
MM 674,Materials & Processes for Semiconductor Devices ,
MM 676,"Superconductivity, Materials and Applications ",
MM 677,Diffusion and Kinetics ,
MM 678,"Magnetism, Magnetic Materials and their applications ",
MM 680,Welding Science and Technology ,K. Bhanumurthy
MM 681,Plastic Deformation and Microstructure Evolution ,
MM 682,Grain Boundaries and Interfaces ,
MM 684,X-Ray Diffraction and Electron Microscopy ,
MM 685,Electrical Materials: fundamentals and applications ,Titas Dasgupta
MM 687,Surface Science and Engineering ,
MM 688,Non-Crystalline Materials ,
MM 691,Topics in Phase Transformations ,
MM 694,Seminar ,Triratna  Muneshwar
MM 695,High Temperature Corrosion ,Vijayshankar  Dandapani
MM 699,Corrosion Laboratory ,Smrutiranjan ParidaVijayshankar  Dandapani
MM 700,Electrochemical and Materials Perspective in Energy Storage ,
MM 706,Control of Erosion and Wear in Corrosive Environment ,
MM 708,Cathodic Protection Engineering ,
MM 709,Surface Engineering of Engineering Materials ,
MM 711,Materials for Corrosion Prevention at High Temperatures ,
MM 712,Advances in Design and Control of Corrosion ,
MM 713,Aqueous Corrosion and its Control ,Smrutiranjan Parida
MM 716,Nanomaterials for Advanced Electrochemical Energy Storage and Conversion ,
MM 717,Electrochemical Materials Science ,Raja V. S.
MM 718,Laser Processing and Nanostructures ,
MM 719,Inttroduction to Ab-initio Methods in Materials Modelling ,Sumit Saxena
MM 720,Organic Semiconductors and Devices ,
MM 721,"Fatigue, Creep and Superplasticity ",
MM 722,Molecular Simulations for Mateirals Engineering  ,Ajay Singh Panwar
MM 723,Thermoelectric Materials  ,
MM 724,Plasma Processing of Materials  ,
MM 725,Tribology of Materials ,
MM 726,Corrosion Management and Modeling ,
MM 727,"Cossosion in Oil & Gas, Refineries & Petrochemical Industry ",
MM 728,Topics in Corrosion Research ,
MM 729,Characterization of Materials for Corrosion Control ,Raja V. S.
MM 730,Topics in Mechanical Behaviour of Materials ,Prita Pant
MM 731,Experiments in Advanced Materials Processing (Lab) ,Dinkar S. PatilTriratna  Muneshwar
MM 732,Structural Characterization of Materials ,Amartya Mukhopadhyay
MM 733,Mechanical Characterization of Materials ,Aparna Singh
MM 734,Electrical Characterization of Materials ,Dipti Gupta
MM 735,Material Chracterization at High Temperatures ,Somnath Basu
MM 737,Physical Metallurgy ,Prabhu N.
MM 738,Physics of Materials ,Kulkarni Ajit R.
MM 739,Semiconductor Photoelectrochemistry and Photocatalysis ,
MM 740,Silicon Manufacturing Technology Laboratory ,
MM 741,Introduction to Silicon Manufacturing Technology ,
MM 742,Science & Technology of Electric Furnace Steel Making  ,
MM 743,Multiferroic Materials : Fundamentals and Devices ,
MM 745,Strengthening Mechanisms in Crystalline Solids ,
MM 746,Concepts of Advanced Polymer Science & Engineering ,
MM 747,First Principles Approach to Materials Science ,Amrita  Bhattacharya
MM 748,Fatigue of Materials ,
MM 749,Statistics and Probability for Materials Engineers ,
MM 750,Vibrational Spectroscopy for Materials Scientists ,
MM 753,Micro-mechanics of Thin Films and Small Structures ,
MM 755,Kinetics of High Temperature processes  ,Deepoo  Kumar
MM 756,Physical Metallurgy and Mechanical Properties of Steels ,
MM 792,Communication Skills -II ,
MM 797,I Stage Project ,Ajay Singh PanwarVijayshankar  Dandapani
MM 798,II Stage Project ,
MM 899,Communication Skills ,Shobha Shukla
MMM694,Seminar ,
MMM797,I Stage Project ,
MMM798,II Stage Project ,
MMS601,Seminar ,
MMS801,Seminar ,Dipti Gupta
PH 001,Physics - I ,
PH 002,Physics II ,
PH 011,Physics (Lab) ,
PH 012,Physics Lab ,
PH 103,Electricity & Magnetism ,
PH 105,Modern Physics ,
PH 106,Modern Physics ,
PH 107,Quantum Physics and Application ,
PH 108,Basics of Electricity & Magnetism ,
PH 109,Fundamental Themes in Physics ,Sankar S.Uma
PH 110,Introduction to Classical and Quantum Physics ,
PH 111,Introduction to classical Physics ,
PH 112,Introduction to Quantum Physics ,
PH 113,Oscillations and Waves ,P. Ramadevi
PH 114,Thermal Physics ,Soumya Bera
PH 117,Physics Lab ,Mohamad  AslamNitin  Kumar
PH 201,Physics IV(Optics) ,
PH 202,Waves & Oscillations & Optics ,
PH 203,Physics V (Thermodynamics) ,
PH 204,Quantum Mechanics I ,
PH 207,Introduction to Special Theory of Relativity ,
PH 215,Thermal Physics ,
PH 216,Statistical Physics ,
PH 217,Classical Mechanics ,Nitin  Kumar
PH 219,Data Analysis and Interpretation ,
PH 221,Analog Electronics ,Pradeep Sarin
PH 222,Digital Electronics and Microprocessors ,
PH 223,Complex Analysis and Integral Transforms ,Dibyendu Das
PH 225,Quantum Mechanics I ,
PH 227,AI and Data Science , Alok ShuklaSadhana Dash
PH 230,Electronics Lab III (Digital Electronics) ,
PH 231,Electronics Lab I (Basic circuits) ,
PH 232,Physics Laboratory I (General Physics Lab) ,
PH 233,Electronics Lab II (Op amp circuits) ,
PH 301,Quantum Mechanics II ,
PH 303,Supervised Learning ,Himadri Shekhar Dhar
PH 304,Statistical Physics ,
PH 306,Continuum Mechanics ,
PH 307,Introduction to Numerical Analysis ,
PH 309,Quantum Mechanics II ,
PH 310,Introduction to Condensed Matter Physics ,
PH 312,Electromagnetic Theory ,Kantimay Das Gupta
PH 401,Classical Mechanics ,Anirban Sain
PH 403,Quantum Mechanics I ,Shankaranarayanan Subramaniam
PH 405,Electronics ,Varun Bhalerao
PH 407,Mathematical Physics I ,Siddhartha  Santra
PH 408,Mathematical Physics II ,
PH 409,Introduction to Condensed Matter Physics I ,
PH 410,Statistical Physics ,
PH 411,Physics Lab I ,
PH 412,Physics Lab II ,
PH 413,Programming Lab ,
PH 414,Electronics Laboratory ,
PH 418,Introduction to Condensed Matter Physics ,
PH 421,Photonics ,
PH 422,Quantum Mechanics II ,
PH 423,Quantum Mechanics II ,
PH 424,Electromagnetic Theory I ,
PH 429,Introduction to Condensed Matter Physics I ,
PH 430,Introduction to Condensed Matter Physics II ,
PH 434,Programming Lab ,Sai Vinjanampathy
PH 435,Electronics Lab  IV (Microprocessors) ,
PH 436,Introduction to Condensed Matter Physics ,Hridis Kumar  Pal
PH 438,Statistical Physics ,
PH 440,Introduction  to Atomic and Molecular Physics ,
PH 441,Physics Lab (General Physics) ,
PH 443,Electronics Laboratory ,Maniraj  Mahalingam
PH 444,Electromagnetic Theory ,
PH 446,Physics Laboratory (Solid state and Nuclear Physics) ,Sadhana DashSunita Srivastava
PH 447,Physics Lab (Optics and Spectroscopy) ,Anshuman Kumar
PH 454,Light Matter Interaction ,
PH 500,Thin Film Physics & Technology ,
PH 501,Quantum Mechanics II ,
PH 504,Quantum Electronics ,
PH 505,Introduction to Nuclear  & Particle Physics ,B NandiVarma Raghava
PH 507,Statistical Physics ,
PH 509,Methods in Analytical Techniques ,
PH 510,Electromagnetic Theory II ,
PH 511,Physics Lab III ,
PH 512,Physics Lab (Optics and Spectroscopy) ,Dinesh Kabra
PH 515,Introduction  to Atomic and Molecular Physics ,Kundu TapanenduSuresh K.G.
PH 517,Methods in Analytical Techniques ,Mohamad  Aslam
PH 521,Introduction to Photonics ,
PH 525,Electromagnetic Theory II ,
PH 527,Physics Lab (Solid State and Nuclear Physics) ,
PH 530,Light Matter Interaction ,
PH 542,Non-linear Dynamics ,
PH 552,Project Stage II ,
PH 555,Project  Stage III ,Himadri Shekhar Dhar
PH 570,Advanced Laboratory Techniques  in Nanosience ,
PH 574,Physics of Semiconductor Devices ,
PH 575,Nanoscience: Fundamentals to Fabrication ,P Vasa
PH 576,Nanoscale Quantum Transport ,
PH 587,B.Tech Project I ,Himadri Shekhar Dhar
PH 591,Dual Degree Project I ,
PH 592,Dual Degree Project II ,
PH 595,M.Sc. project stage 1 ,Himadri Shekhar Dhar
PH 597,Project Stage I ,
PH 598,Project Stage II ,
PH 792,Communication Skills -II ,
PH 801,Classical Methods of Particles and Fields ,
PH 802,Quantum and Statistical Mechanics:  Advanced Methods ,
PH 803,Computer Programming and Numerical Methods ,
PH 804,Laboratory Techniques ,
PH 805,Application of Quantum Mechanics ,
PH 806,Special Topics in Elementary Particle Physics ,
PH 807,Current Trends in Physics ,
PH 808,Current Trends in Physics ,
PH 810,Advanced Simulation Techniques in Physics ,
PH 811,Laboratory Techniques ,
PH 820,Applications of Mathematical Techniques in Physics ,
PH 899,Communication Skills ,
PHS801,Seminar ,Himadri Shekhar Dhar
PHS802,Seminar ,
SI 402,Statistical Inference ,
SI 403,Mathematical Modelling ,
SI 404,Applied Stochastic Processes ,
SI 405,Mathematical Systems Theory ,
SI 406,Applied Stochastic Processes ,
SI 408,Data Structures ,
SI 409,Discrete Structures  Lab ,
SI 410,Programming Language Lab ,
SI 411,Computer Lab ,
SI 412,Algorithms ,
SI 413,Combinatorics ,
SI 414,Optimization ,
SI 415,Introduction to Computer Architecture and Operator Systems ,
SI 416,Optimization ,
SI 417,Introduction to Probability Theory ,
SI 418,Advanced Programming and Unix Environment ,
SI 419,Combinatorics ,Srinivasan M.K.
SI 420,Algorithms ,
SI 421,Introduction to Mathematical Software ,
SI 422,Regression Analysis ,
SI 423,Linear Algebra and its Applications ,Ananthnarayan Hariharan
SI 424,Statistical Inference I ,Debraj  Das
SI 425,Basic Real Analysis ,
SI 426,Algorithms ,
SI 427,Probability I ,Koushik SahaK. Sureshkumar
SI 429,Real analysis ,Prachi Mahajan
SI 431,Introduction to Data Analysis using R ,Radhendushka Srivastava
SI 501,Topics in Theoretical Computer Science ,
SI 502,Stochastic Programming Applications ,
SI 503,Categorical Data Analysis ,Ashish Das
SI 504,Experimental Designs ,
SI 505,Multivariate Analysis ,S. Mukhopadhyay
SI 506,Introduction to Automata Theroy & Languages ,
SI 507,Numerical Analysis ,S.Baskar
SI 508,Network Models ,
SI 509,Time Series Analysis ,
SI 510,Mathematical Elements for Computer Graphics ,
SI 511,Computer Aided Geometric Design ,
SI 512,Finite Difference Methods for Partial Differential Equations ,
SI 513,Theory of Sampling ,
SI 514,Statistical Modeling ,
SI 515,Statistical Techniques in Data Mining ,
SI 516,Reliability Techniques ,
SI 518,Statistical Quality Control ,
SI 519,Probabilistic Techniques in Machine Learning ,
SI 520,Informatics Lab ,
SI 521,Biostatistics ,
SI 522,Large Scale Scientific Computation ,
SI 523,Mathematical Modelling and Numerical Simulation ,
SI 524,Data Mining ,
SI 525,Testing of Hypothesis ,
SI 526,Experimental Designs ,
SI 527,Introduction to Derivative Pricing ,
SI 528,Biostatistics ,
SI 529,Applied Algorithms ,
SI 530,Statistical Quality Control ,
SI 531,Discrete Algorithms ,
SI 532,Decision Theory ,
SI 533,Finite Difference Methods for Partial Differential Equations ,
SI 534,Nonparametric Statistics ,
SI 535,Categorical  Data Analysis and Regression ,
SI 540,Stochastic Programming and Applications ,
SI 542,Mathematical Theory of Reliability ,
SI 593,Project Stage I ,Vellaisamy P.
SI 594,Project Stage II ,
SI 596,Work Visits ,
SI 597,Project I (grade points will be included in SI 598 ,
SI 598,Project (Stage II) ,
PS 601,Public Policy Theory I ,Himanshu  BurtePrabhir Vishnu  Poruthiyil
PS 604,"Technology, Culture and Policy ",
PS 605,Social Science Perspective in Public Policy ,N.C.NarayananRahul Suresh Sapkal
PS 606,"Public Policy in India: History, Institutions and Practice ",Jha Shishir KumarNaveen  Bharathi
PS 607,Public Policy Theory II ,
PS 608,Writing Lab ,
PS 609,Research Methodology and Design ,Anjali  SharmaAnupam  Guha
PS 610,Quantitative and Qualitative Research Methods ,
PS 612,Science and Technology Policy -I ,
PS 613,Water Policy I- Introduction to Water Science and Policy  ,
PS 615,Information Economy and Governance I ,
PS 616,Information Economy and Governance II ,
PS 619,Health Policy: An Introduction  ,
PS 621,Internship ,Malish  C.M.
PS 626,"AI, Data and Policy ",
PS 627,"Values in Public Policy: The Rhetoric of Political ""Isms"" ",
PS 633,Writing Policy ,
PS 694,Seminar ,
PS 792,Communication Skill -II ,
PS 797,MPP Dissertaion -I Stage ,Malish  C.M.
PS 798,MPP Dissertaion -II Stage ,
PS 899,Communication Skills ,
PSS801,Seminar ,Prabhir Vishnu  Poruthiyil
PSS802,Seminar ,
LE 102,Digital Lives ,Mehra A.
LE 301,Seminar ,Mehra A.
DS 203,Programming for Data Science ,Vinay Kulkarni
DS 303,Introduction to Machine Learning ,Manjunath D.
DS 691,R & D Project ,
DS 694,Seminar ,
DS 899,Communication Skills ,
DSS801,Seminar ,
NT 899,Communication Skills ,
NTS801,Seminar ,
TD 390,Supervised Learning - Study ,Priyadarshani Jadhav
TD 601,Development Theory & Policy: Indian Context ,
TD 602,"Soil, Land Use, GIS and Agriculture ",Amit  Y. AroraParmeshwar Digamber Udmale
TD 603,Water Resources Management  ,Parmeshwar Digamber Udmale
TD 604,Social Science Research Methods and Systems Dynamics ,
TD 605,Appropriate Technology ,
TD 606,Public Policy and Governance in Technology and Development ,
TD 607,Energy Sources and their Utilization ,Priyadarshani JadhavVishal R. Sardeshpande
TD 608,Project Management and Project Analysis ,Chaaruchandra  Korde
TD 609,Field Work ,Pankajkumar SekhsariaParmeshwar Digamber Udmale
TD 610,Contemporary Critical Issues in Technology and Development ,
TD 611,Agro-based Industries: Design and Case Studies ,
TD 613,Ecology and Environment ,Anand B. RaoBakul Rao
TD 614,Rural Electrification and the Power Sector in India ,
TD 615,Rural Enterprises ,
TD 616,Environmental Systems Assessing and Monitoring ,
TD 617,Healthtech Innovation and Design ,
TD 619,Energy Policy and Planning ,
TD 620,"Micro, Small and Medium Enterprises in Rural Areas ",
TD 621,Food Processing and Nutrition Delivery ,Amit  Y. AroraRupal M DalalSatish B. Agnihotri
TD 622,Food Processing : Technology and Policy Perspective ,
TD 623,Rural Electrification and Development in India ,
TD 624,Advanced Themes in Public Policy ,
TD 625,Development Monitoring & Evaluation ,
TD 626,"Technology, Society and Development ",Pankajkumar SekhsariaVishal R. Sardeshpande
TD 627,Field Research Methods ,
TD 630,Public Policy: Theory and Practice ,
TD 633,Directed Research Project ,
TD 638,"Development Perspectives: Ideas, Approaches, and Theories ",Subodh M. Wagle
TD 651,Technology in Practice ,Amit  Y. Arora
TD 652,Development in Practice ,
TD 653,Biofuels: Technology and Policy Perspective ,
TD 654,Rural Environmental  Services: Planning and Design ,
TD 655,Hydro-Meteorological Hazards Risk Assessment ,
TD 691,Development Protocols ,
TD 694,Seminar ,Amit  Y. Arora
TD 695,I Stage Project ,Priyadarshani Jadhav
TD 696,II Stage Project ,Chaaruchandra  Korde
TD 792,Communication Skills -II ,
TD 899,Communication Skills ,Pankajkumar SekhsariaPennan  ChinnasamySatish B. Agnihotri
TDE601,"Technology, Development and Environment ",Pankajkumar SekhsariaSubodh M. Wagle
TDE602,Methods for Development Research ,
TDE603,Communication Skills for Development Practitioners ,Anand B. RaoPennan  ChinnasamySatish B. Agnihotri
TDE604,Public Policies for Development Practitioners ,
TDE605,Management and Evaluation of Development Project & Programs ,Bakul Rao
TDE606,Analytical Skills for Development Professionals ,Pennan  ChinnasamyPriyadarshani JadhavSatish B. Agnihotri
TDE609,MDP Project ,
TDE611,Seminar ,Chaaruchandra  Korde
US 601,Urban  Geomatics and Analytics ,
US 602,Fundamentals of Urban Science & Engineering ,
US 603,Research Methods in Urban Science ,
US 604,Management Techniques for Urban Systems  ,
US 605,Introduction to Building: Functional Design and Science ,
US 606,Urban Environmental Infrastructure ,
US 607,Sustainability Assessment of Urban Systems ,
US 608,Green Building Design ,
US 609,Introduction to Urban Design ,
US 610,Design for Sustainable Development and Urbanization ,
US 611,Urban Design and Engineering Laboratory ,
US 612,Urban Design and Engineering Studio ,
US 613,"Urban Planning in India: Theory, Challenges and Approaches ",
US 614,Urban Space: Theories and Critical Perspectives ,
US 694,Seminar ,
US 792,Communication Skills -II ,
US 797,Dissertation I Stage ,
US 798,Dissertation II Stage ,
US 899,Communication Skills ,
GNR402,Introduction to Geographic Information Systems ,
GNR602,Advanced Methods in Satellite Image Processing ,
GNR603,Principles of Remote Sensing ,Alok PorwalAvik Bhattacharya
GNR605,Principles of Geographic Information Systems ,Surya Durbha
GNR607,Principles of Satellite Image Processing ,Mohan B.Krishna
GNR612,Marine and Coastal Environment ,
GNR613,Atmospheric Remote Sensing ,
GNR615,GIS Laboratory ,Surya Durbha
GNR616,Terrain Evaluation ,
GNR617,Image Interpretation Laboratory ,Rao Y.S.
GNR618,Remote Sensing and GIS Applications to Cryosphere ,
GNR619,Natural Resources : Lithosphere and Biosphere ,Adinarayana J.Alok Porwal
GNR621,"Natural Resources: Hydroshpere, Cryosphere and Atmosphere ",Deepak  SinghGulab SinghKarthikeyan  Lanka
GNR622,Sub-surface Water Resource Assessment and Management ,
GNR623,GPS : Principles and Applications ,Gedam S.S.
GNR624,Water Resources and River Basin Management ,
GNR625,Geo-chemical Analysis of Planetary Materials ,
GNR626,Climate and Natural Resources ,
GNR627,Geospatial Predictive Modelling ,Alok Porwal
GNR628,Planetary Spectroscopy and Remote Sensing ,
GNR629,"Advances in Geospatial Standards, Interoperability and Knowledge Discovery ",
GNR630,Introduction to Geospatial Technologies ,
GNR631,Rural Informatics ,
GNR633,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration ,
GNR634,Remote Sensing of Envirnmental and Climate Change  ,
GNR636,Remote Sensing of Vegetation ,Surya Durbha
GNR638,Machine Learning for Remote Sensing - II ,
GNR639,Natural Disaster Assessment and Management ,
GNR640,Geospatial Statistics ,
GNR641,Remote Sensing in Water Resources and River Basin Management ,
GNR642,Scattering Models in Microwave Remote Sensing ,
GNR647,Microwave Remote Sensing ,
GNR651,Digital Photogrammetry and Cartography ,
GNR652,Machine Learning for Remote Sensing-I ,
GNR653,Data Analysis Methods for Geospatial Applications  ,Avik BhattacharyaDeepak  SinghKarthikeyan  LankaMohan B.Krishna
GNR694,Seminar ,
GNR792,Communication Skills -II ,
GNR797,I Stage Project ,Deepak  Singh
GNR798,II Stage Project ,Deepak  Singh
GNR899,Communication Skills ,Avik BhattacharyaDeepak  Singh
NR 601,Natural Resources Exploration and Management ,
NR 602,Advanced Methods in Satellite Image Processing ,
NR 603,Principles of Remote Sensing ,
NR 604,Digital Cartography ,
NR 605,Principles of Geographic Information Systems ,
NR 606,Hydro-Meterological Applications of Remote Sensing ,
NR 607,Principles of Satellite Image Processing ,
NR 608,Computer Processing of Visual Information ,
NR 609,Mathematics and Physics for Remote Sensing ,
NR 610,Advanced Microwave Remote Sensing Techniques and Applications ,
NR 611,Digital Photogrammetry ,
NR 612,Marine and Coastal Environment ,
NR 613,Atmospheric Remote Sensing ,
NR 614,Analysis Techniques for Planetary Materials ,
NR 615,GIS Laboratory ,
NR 616,Terrain Evaluation ,
NR 617,Image Interpretation Laboratory ,
NR 618,Remote Sensing and GIS Applications to Cryosphere ,
NR 619,Natural  Resources: Lithosphere and Biosphere ,
NR 620,Advanced GIS Technology ,
NR 621,"Natural Resources: Hydrosphere, Cryosphere and Atmosphere ",
NR 622,Sub-surface Water Resource Assessment and Management ,
NR 623,GPS: Principles and Applications ,
NR 624,Water Resources and River Basin Management ,
NR 625,Geo-chemical Analysis of Planetary Materials ,
NR 626,Climate and Natural Resources ,
NR 627,Natural Resources Potential Modeling ,
NR 628,Spectroscopic Analysis of Planetary Materials ,
NR 630,Introduction to Geospatial Technologies ,
NR 631,Rural Informatics ,
NR 633,Remote Sensing and GIS Applications to Mineral and Hydrocarbon Exploration ,
NR 635,Remote Sensing in Terrin Evaluation ,
NR 639,Natural Disaster Assessment and Management ,
NR 641,Remote Sensing in Water Resources and River Basin Management ,
NR 643,Remote Sensing for Sub-Surface Water Resources ,
NR 645,Advanced Methods in Satellite Image Processing ,
NR 647,Microwave Remote Sensing ,
NR 651,Digital Photogrammetry and Cartography ,
NR 694,Seminar ,
NR 696,I Stage Project ,
NR 697,II Stage Project ,
NR 698,III Stage Project ,
NR 797,I Stage Project ,
NR 801,Theory of Geospatial Information Science ,
NR 802,Surface Modeling ,
NR 803,Satellite Image Analysis Theory ,
NR 804,Distributed Hydrologic Modeling ,
NR 805,Advanced Concepts in Polarimetric SAR Image Analysis ,
NR 806,Climate Dynamics for Natural Resources ,
NR 807,Digital Elevation Modelling : Tools and Techniques ,
ENT601,Intellectual Property for Entrepreneurs ,
